epoch,acc,loss,val_acc,val_loss
0,0.49791999996185304,0.6941499639892578,0.49999999998092653,0.6931507631492615
1,0.7131999999809265,0.5865237730789185,0.85408,0.47540125588417054
2,0.8948800000381469,0.40142869570732115,0.872199999961853,0.4381428835105896
3,0.9364800000190735,0.3084984099292755,0.8792800000190735,0.39755242025375365
4,0.9617999999618531,0.24246802722930907,0.879919999961853,0.4092721925544739
5,0.97292,0.20135223837852478,0.881519999961853,0.4026030673980713
6,0.98064,0.16902148369789124,0.880359999961853,0.45359017641067506
7,0.982599999961853,0.1482264881324768,0.8785599999618531,0.4733506356906891
8,0.984200000038147,0.1371797301340103,0.878279999961853,0.4991897724056244
9,0.9845600000381469,0.13513695882320403,0.878639999961853,0.4948341591644287
10,0.98504,0.13316742512702942,0.878519999961853,0.4921260672473907
11,0.98524,0.1318988852906227,0.878399999961853,0.5067580714988709
12,0.98536,0.13169193783283234,0.877719999961853,0.5100989481067657
13,0.985400000038147,0.1314938346004486,0.877239999961853,0.5125031920146942
14,0.98544,0.13135374855041504,0.877039999961853,0.5138879087257385
15,0.985440000038147,0.13133275852680207,0.877079999961853,0.513544048204422
16,0.9854399999809265,0.13131203938007355,0.876839999961853,0.5150044093799591
17,0.985480000038147,0.13129647784233092,0.876839999961853,0.5150812592506409
18,0.98548,0.13129388493061064,0.876839999961853,0.5149626640892029
19,0.9854800000190734,0.13129125980854034,0.876839999961853,0.5149732431602478
