epoch,acc,loss,val_acc,val_loss
0,0.8315839694656488,0.38123394116645554,0.8718507751937985,1.833155030824881
1,0.8651685392830949,0.3052127674282552,0.8481319748273699,2.2630320842378295
2,0.8758349236641222,0.28162978481472906,0.8321220930232558,2.507515937782997
3,0.8877599808749701,0.2611582993128754,0.8321203300236846,2.4650088507593515
4,0.9008826335877863,0.2324374315563504,0.8340600775193798,2.5038125057553136
5,0.9016256275115445,0.23284335592247327,0.8360019408632747,2.4688754927858705
6,0.8999284351145038,0.23013022672811537,0.8430232558139535,2.334041407282188
7,0.9098732966770261,0.21840992166313178,0.8326055311219661,2.4882323995254274
8,0.9045801526717557,0.2268461387689787,0.8340600775193798,2.4788450427757676
9,0.9116662681857963,0.21649155311398663,0.8355167392733489,2.4573542370718133
10,0.9049379770992366,0.22456794414128967,0.8340600775193798,2.458131556363069
11,0.9096342337607426,0.21620733092667924,0.8362445415136364,2.475580916335821
12,0.9041030534351145,0.2248990086710635,0.8362403100775194,2.4412787681402164
13,0.912742051159455,0.2122374750369193,0.8347889372933437,2.487683091724872
14,0.9110209923664122,0.22005861278139907,0.8309108527131783,2.5208769222474467
15,0.9121443939898648,0.21454966027657438,0.8401261524399873,2.4088967958541856
16,0.9110209923664122,0.22183735590456552,0.8386627906976745,2.4133487632254487
17,0.9072436050966315,0.2243763350169396,0.832362930529445,2.5165828475735674
18,0.9087547709923665,0.2153395624788663,0.8379360465116279,2.4327154164166416
19,0.9055701649106349,0.2246451137554922,0.8330907325383704,2.4972502332703113
20,0.9094704198473282,0.2161795171048805,0.8376937984496124,2.441711105052354
21,0.9104709538893639,0.21901573017399875,0.8333333333911739,2.488233387557006
22,0.908993320610687,0.21579467994338683,0.8393895348837209,2.409604182770086
23,0.9104709538751147,0.21422570240987762,0.8316351284337588,2.5204343251497177
24,0.912094465648855,0.21108000438290697,0.8406007751937985,2.4057836964610937
25,0.9077217307867059,0.2232906483176106,0.8304221252108708,2.5242246218181132
26,0.9110209923664122,0.21216820093682248,0.8372093023255814,2.420209068198537
27,0.9065264164760242,0.2236482925800339,0.8338185345762161,2.5098180778971693
28,0.9098282442748091,0.21581882699072816,0.8415697674418605,2.37014774943507
29,0.9050920392205605,0.2264481274998419,0.8294517223491419,2.559952855052328
30,0.9076812977099237,0.21923879997534607,0.8311531007751938,2.5144668533358465
31,0.9111881424529741,0.21737602754568844,0.8398835517317852,2.415423482323896
32,0.9119751908396947,0.2105911213989931,0.8359980620155039,2.437220801216687
33,0.9043748506142025,0.22392105851736532,0.8350315382039877,2.492781993721202
34,0.9091125954198473,0.2148876064919106,0.8350290697674418,2.491909622221954
35,0.9098732966770261,0.220713871175625,0.8360019406319127,2.4380135985922995
36,0.9050572519083969,0.21969732770141753,0.8372093023255814,2.4467380118462465
37,0.911068611001957,0.21539756840042826,0.8338185347786579,2.483251109244011
38,0.9109017175572519,0.21800570764386926,0.8301841085271318,2.54713343305386
39,0.9081998565622759,0.22093887088324732,0.8408539544489128,2.382709391773007
40,0.9085162213740458,0.2223590144617412,0.8372093023255814,2.4522818303847496
41,0.9087975137461153,0.21326435392421025,0.8338185345183756,2.4776990687829787
42,0.9080391221374046,0.21658156462411843,0.8340600775193798,2.508038327675457
43,0.908319388013293,0.22282628313565464,0.8369723434358011,2.4218614141898267
44,0.9058921755725191,0.2223506903716626,0.8343023255813954,2.4794152411379557
45,0.9097537651975104,0.21945231050758762,0.8367297426986787,2.4505261535033735
46,0.9126908396946565,0.21168610574464305,0.8386627906976745,2.408879785372536
47,0.9062873535882392,0.22539460424626812,0.8323629306740462,2.5211644633657317
48,0.9122137404580153,0.21109268470233633,0.8326065891472868,2.511959733658059
49,0.9030600047385097,0.22752678817164348,0.8384279476560937,2.417934139298247
