epoch,acc,loss,val_acc,val_loss
0,0.73,0.5312325852584839,0.8212799999618531,0.40584460785865784
1,0.845839999961853,0.3605112842655182,0.8301599999809265,0.3847756040477753
2,0.8838,0.2782680700302124,0.8324399999809265,0.38630788435935975
3,0.9184799999809266,0.20594912881612779,0.8084800000190735,0.47077720293045044
4,0.9492000000190735,0.14063899196624755,0.8159999999809265,0.5109001579380036
5,0.96988,0.0921849358355999,0.8099200000190735,0.6012281879425049
6,0.99156,0.04613978473305702,0.8137999999809266,0.6073860001754761
7,0.994080000038147,0.0384611995267868,0.8139199999809266,0.6258952378845215
8,0.9955200000190735,0.03383098588943481,0.8133200000190735,0.642464158153534
9,0.99696,0.03016973321020603,0.8134400000190735,0.6453015340805054
10,0.99704,0.029823987248539924,0.8133600000190735,0.6470856401062012
11,0.9972,0.029479323560595513,0.8134000000190735,0.6493319462966919
12,0.997400000038147,0.02909212235927582,0.8134800000190735,0.6489881489372253
13,0.99732,0.02904750080168247,0.8136800000190735,0.6491177891731262
14,0.99732,0.029005590274333953,0.8137200000190735,0.6493486995315552
15,0.99736,0.02895878446340561,0.8136800000190735,0.6493742789459228
16,0.99736,0.02895433983206749,0.8136800000190735,0.6493449547958374
17,0.99736,0.028949709631204606,0.8136800000190735,0.6494062734603882
18,0.99736,0.028944214195013047,0.8136800000190735,0.6494173580932617
19,0.997360000038147,0.028943909482955932,0.8136800000190735,0.6494382133293152
