epoch,acc,loss,val_acc,val_loss
0,0.6485599999809265,0.6035319531440735,0.76448,0.5072636442661286
1,0.7980000000190735,0.45042719711303714,0.80264,0.43663600173950196
2,0.83324,0.38554038635253907,0.804120000038147,0.44440473135948183
3,0.8681999999809266,0.3174729330921173,0.80176,0.464420377407074
4,0.8953200000381469,0.26304165778160093,0.816520000038147,0.4279670044708252
5,0.919680000038147,0.21189013332366943,0.803120000038147,0.4985788371372223
6,0.9370799999809265,0.17159324683189392,0.807040000038147,0.4935627526855469
7,0.951960000038147,0.13757924545049668,0.79656,0.5870234963417054
8,0.968160000038147,0.10442247298955917,0.79888,0.6025839627456665
9,0.98676,0.06816750834345818,0.80112,0.6132897537422181
10,0.98716,0.06400405535936356,0.80072,0.623303280506134
11,0.9881599999809265,0.06113587151765824,0.80132,0.629687700958252
12,0.98944,0.05769979119062424,0.80172,0.6317316981887817
13,0.98952,0.057348265295028684,0.80164,0.6329823705101013
14,0.989600000038147,0.05703756167888641,0.80156,0.6340231201934814
15,0.989760000038147,0.05667457262039185,0.80168,0.6343354736709594
16,0.98972,0.05664051021695137,0.80152,0.6345988305664062
17,0.989760000038147,0.05660982732772827,0.80156,0.6346982436943054
18,0.989880000038147,0.05656579505443573,0.8016,0.6346785222816467
19,0.989880000038147,0.056561286971569064,0.80156,0.6347219462394714
